mixed_file,clean_file,noise_file,noise_category,target_snr_db,actual_snr_db,sample_rate,duration_seconds
mixed_0029.wav,book_00002_chp_0005_reader_11980_19_seg_2_seg2.wav,door_Freesound_validated_148946_0.wav,door,15,15.0,48000,1.04
mixed_0030.wav,book_00007_chp_0008_reader_01326_21_seg_0_seg1.wav,typing_Freesound_validated_399603_58.wav,typing,10,10.0,48000,8.128
mixed_0031.wav,book_00007_chp_0008_reader_01326_47_seg_0_seg1.wav,door_Freesound_validated_191666_8.wav,door,10,10.0,48000,2.304
mixed_0032.wav,book_00025_chp_0019_reader_04069_2_seg_1_seg1.wav,typing_Freesound_validated_433599_0.wav,typing,-5,-5.0,48000,8.656
mixed_0033.wav,book_00000_chp_0009_reader_06709_21_seg_2_seg1.wav,typing_Freesound_validated_396304_10.wav,typing,5,5.0,48000,10.333
mixed_0034.wav,book_00028_chp_0015_reader_08897_2_seg_1_seg1.wav,door_Freesound_validated_32938_1.wav,door,10,10.0,48000,5.888
mixed_0035.wav,book_00000_chp_0009_reader_06709_17_seg_2_seg1.wav,squeak_squeakyChair_Freesound_validated_430720_4.wav,squeakyChair,-5,-5.0,48000,10.093
mixed_0036.wav,book_00028_chp_0038_reader_05919_1_seg_2_seg2.wav,squeak_squeakyChair_Freesound_validated_414106_20.wav,squeakyChair,20,20.0,48000,8.749
mixed_0037.wav,book_00028_chp_0031_reader_05303_41_seg_0_seg1.wav,door_Freesound_validated_82558_16.wav,door,15,15.0,48000,1.776
mixed_0038.wav,book_00028_chp_0015_reader_08897_14_seg_1_seg1.wav,door_Freesound_validated_193848_0.wav,door,10,10.0,48000,3.952
mixed_0039.wav,book_00002_chp_0005_reader_11980_9_seg_2_seg1.wav,door_Freesound_validated_189664_0.wav,door,-5,-5.0,48000,1.952
mixed_0040.wav,book_00007_chp_0008_reader_01326_3_seg_1_seg1.wav,typing_Freesound_validated_460144_7.wav,typing,-5,-5.0,48000,10.208
mixed_0041.wav,book_00008_chp_0146_reader_07907_9_seg_0_seg1.wav,door_Freesound_validated_32902_0.wav,door,5,5.0,48000,4.064
mixed_0042.wav,book_00028_chp_0031_reader_05303_15_seg_0_seg2.wav,door_Freesound_validated_74358_4.wav,door,0,0.0,48000,2.0
mixed_0043.wav,book_00025_chp_0019_reader_04069_5_seg_1_seg1.wav,door_Freesound_validated_179363_1.wav,door,5,5.0,48000,10.333
mixed_0045.wav,book_00025_chp_0019_reader_04069_6_seg_2_seg1.wav,door_Freesound_validated_134972_1.wav,door,15,15.0,48000,2.064
mixed_0046.wav,book_00028_chp_0031_reader_05303_53_seg_0_seg1.wav,typing_Freesound_validated_343042_5.wav,typing,-5,-5.0,48000,9.696
mixed_0047.wav,book_00002_chp_0005_reader_11980_15_seg_2_seg2.wav,typing_Freesound_validated_410368_2.wav,typing,-5,-5.0,48000,3.104
mixed_0048.wav,book_00028_chp_0031_reader_05303_69_seg_0_seg2.wav,door_Freesound_validated_175835_3.wav,door,5,5.0,48000,2.448
mixed_0049.wav,book_00002_chp_0005_reader_11980_10_seg_1_seg2.wav,typing_Freesound_validated_455043_10.wav,typing,10,10.0,48000,2.912
mixed_0050.wav,book_00025_chp_0019_reader_04069_3_seg_0_seg1.wav,typing_Freesound_validated_237612_6.wav,typing,5,5.0,48000,7.888
mixed_0051.wav,book_00008_chp_0146_reader_07907_2_seg_0_seg1.wav,door_Freesound_validated_153275_0.wav,door,10,10.0,48000,3.12
mixed_0052.wav,book_00002_chp_0005_reader_11980_19_seg_0_seg3.wav,typing_Freesound_validated_196397_2.wav,typing,-5,-5.0,48000,2.304
mixed_0053.wav,book_00025_chp_0019_reader_04069_0_seg_1_seg1.wav,squeak_squeakyChair_Freesound_validated_452578_1.wav,squeakyChair,-5,-5.0,48000,6.064
mixed_0054.wav,book_00028_chp_0031_reader_05303_56_seg_0_seg2.wav,door_Freesound_validated_110310_10.wav,door,0,0.0,48000,4.896
mixed_0055.wav,book_00002_chp_0005_reader_11980_19_seg_1_seg2.wav,typing_Freesound_validated_395584_6.wav,typing,-5,-5.0,48000,3.104
mixed_0056.wav,book_00025_chp_0019_reader_04069_12_seg_0_seg1.wav,typing_Freesound_validated_458267_9.wav,typing,-5,-5.0,48000,4.32
mixed_0057.wav,book_00028_chp_0031_reader_05303_50_seg_1_seg1.wav,typing_Freesound_validated_360601_0.wav,typing,5,5.0,48000,2.208
mixed_0058.wav,book_00026_chp_0039_reader_04408_41_seg_2_seg2.wav,door_Freesound_validated_79251_0.wav,door,0,0.0,48000,4.541
mixed_0059.wav,book_00002_chp_0005_reader_11980_7_seg_1_seg2.wav,typing_Freesound_validated_341833_4.wav,typing,15,15.0,48000,2.528
mixed_0060.wav,book_00028_chp_0038_reader_05919_34_seg_1_seg1.wav,typing_Freesound_validated_209987_14.wav,typing,10,10.0,48000,10.333
mixed_0061.wav,book_00028_chp_0031_reader_05303_66_seg_0_seg2.wav,door_Freesound_validated_168650_1.wav,door,10,10.0,48000,2.48
mixed_0062.wav,book_00002_chp_0005_reader_11980_9_seg_0_seg3.wav,typing_Freesound_validated_167426_5.wav,typing,5,5.0,48000,2.688
mixed_0063.wav,book_00002_chp_0005_reader_11980_2_seg_1_seg2.wav,door_Freesound_validated_50707_0.wav,door,0,-0.0,48000,2.496
mixed_0064.wav,book_00008_chp_0146_reader_07907_7_seg_0_seg1.wav,door_Freesound_validated_112982_1.wav,door,15,15.0,48000,1.92
mixed_0065.wav,book_00002_chp_0005_reader_11980_4_seg_0_seg1.wav,typing_Freesound_validated_330900_0.wav,typing,5,5.0,48000,1.136
mixed_0066.wav,book_00028_chp_0031_reader_05303_48_seg_1_seg1.wav,door_Freesound_validated_36833_0.wav,door,0,-0.0,48000,1.856
mixed_0067.wav,book_00028_chp_0038_reader_05919_6_seg_2_seg1.wav,door_Freesound_validated_187347_0.wav,door,-5,-5.0,48000,8.16
mixed_0068.wav,book_00008_chp_0146_reader_07907_9_seg_2_seg3.wav,door_Freesound_validated_110310_14.wav,door,0,0.0,48000,2.32
mixed_0069.wav,book_00008_chp_0146_reader_07907_2_seg_2_seg3.wav,typing_Freesound_validated_449609_13.wav,typing,20,20.0,48000,2.464
mixed_0070.wav,book_00007_chp_0008_reader_01326_67_seg_1_seg1.wav,squeak_squeakyChair_Freesound_validated_443681_0.wav,squeakyChair,0,0.0,48000,10.32
mixed_0071.wav,book_00028_chp_0031_reader_05303_53_seg_2_seg2.wav,door_Freesound_validated_186355_0.wav,door,-5,-5.0,48000,2.16
mixed_0072.wav,book_00007_chp_0008_reader_01326_64_seg_2_seg1.wav,typing_Freesound_validated_468096_0.wav,typing,10,10.0,48000,7.44
mixed_0073.wav,book_00000_chp_0009_reader_06709_23_seg_0_seg1.wav,typing_Freesound_validated_210079_20.wav,typing,5,5.0,48000,5.904
mixed_0074.wav,book_00028_chp_0015_reader_08897_52_seg_1_seg1.wav,door_Freesound_validated_171231_0.wav,door,20,20.0,48000,9.424
mixed_0075.wav,book_00008_chp_0146_reader_07907_5_seg_0_seg3.wav,door_Freesound_validated_62531_10.wav,door,0,0.0,48000,2.48
mixed_0076.wav,book_00008_chp_0146_reader_07907_6_seg_2_seg4.wav,copy-machine_Freesound_validated_413342_6.wav,copy-machine,0,0.0,48000,2.608
mixed_0077.wav,book_00028_chp_0031_reader_05303_50_seg_0_seg1.wav,squeak_squeakyChair_Freesound_validated_414106_23.wav,squeakyChair,10,10.0,48000,1.712
mixed_0078.wav,book_00008_chp_0146_reader_07907_3_seg_1_seg3.wav,door_Freesound_validated_189500_0.wav,door,10,10.0,48000,2.544
mixed_0079.wav,book_00028_chp_0031_reader_05303_62_seg_1_seg1.wav,copy-machine_Freesound_validated_425222_12.wav,copy-machine,5,5.0,48000,2.48
mixed_0080.wav,book_00007_chp_0008_reader_01326_32_seg_0_seg1.wav,typing_Freesound_validated_450282_0.wav,typing,0,0.0,48000,10.333
mixed_0081.wav,book_00028_chp_0031_reader_05303_20_seg_2_seg1.wav,typing_Freesound_validated_152887_0.wav,typing,10,10.0,48000,4.208
mixed_0082.wav,book_00000_chp_0009_reader_06709_20_seg_0_seg1.wav,typing_Freesound_validated_399603_62.wav,typing,20,20.0,48000,5.472
mixed_0083.wav,book_00028_chp_0031_reader_05303_66_seg_2_seg1.wav,door_Freesound_validated_16941_0.wav,door,15,15.0,48000,1.072
mixed_0084.wav,book_00028_chp_0031_reader_05303_1_seg_2_seg1.wav,door_Freesound_validated_144948_0.wav,door,-5,-5.0,48000,5.136
mixed_0085.wav,book_00028_chp_0031_reader_05303_74_seg_2_seg1.wav,door_Freesound_validated_110310_20.wav,door,15,15.0,48000,4.768
mixed_0086.wav,book_00028_chp_0031_reader_05303_85_seg_1_seg2.wav,door_Freesound_validated_187074_0.wav,door,20,20.0,48000,1.968
mixed_0087.wav,book_00025_chp_0019_reader_04069_38_seg_2_seg1.wav,door_Freesound_validated_112347_0.wav,door,0,0.0,48000,7.248
mixed_0088.wav,book_00025_chp_0019_reader_04069_10_seg_1_seg1.wav,typing_Freesound_validated_334990_0.wav,typing,-5,-5.0,48000,6.416
mixed_0089.wav,book_00028_chp_0031_reader_05303_71_seg_1_seg2.wav,squeak_squeakyChair_Freesound_validated_415088_0.wav,squeakyChair,0,0.0,48000,2.16
mixed_0090.wav,book_00028_chp_0031_reader_05303_62_seg_0_seg2.wav,typing_Freesound_validated_419395_7.wav,typing,15,15.0,48000,2.304
mixed_0091.wav,book_00000_chp_0009_reader_06709_8_seg_1_seg1.wav,door_Freesound_validated_185782_0.wav,door,20,20.0,48000,8.877
mixed_0092.wav,book_00028_chp_0031_reader_05303_41_seg_2_seg1.wav,typing_Freesound_validated_382057_4.wav,typing,15,15.0,48000,5.936
mixed_0093.wav,book_00028_chp_0031_reader_05303_65_seg_0_seg1.wav,typing_Freesound_validated_242177_4.wav,typing,10,10.0,48000,5.696
mixed_0094.wav,book_00007_chp_0008_reader_01326_23_seg_0_seg1.wav,typing_Freesound_validated_382057_12.wav,typing,0,0.0,48000,10.333
mixed_0095.wav,book_00028_chp_0031_reader_05303_22_seg_0_seg1.wav,door_Freesound_validated_54913_0.wav,door,15,15.0,48000,1.056
mixed_0097.wav,book_00025_chp_0019_reader_04069_16_seg_2_seg1.wav,typing_Freesound_validated_79711_1.wav,typing,10,10.0,48000,10.333
mixed_0098.wav,book_00028_chp_0031_reader_05303_50_seg_2_seg1.wav,typing_Freesound_validated_380138_0.wav,typing,10,10.0,48000,6.912
mixed_0099.wav,book_00028_chp_0031_reader_05303_83_seg_0_seg1.wav,typing_Freesound_validated_167426_19.wav,typing,15,15.0,48000,7.28
mixed_0100.wav,book_00000_chp_0009_reader_06709_15_seg_2_seg1.wav,typing_Freesound_validated_215005_1.wav,typing,-5,-5.0,48000,1.312
mixed_0101.wav,book_00028_chp_0031_reader_05303_34_seg_0_seg2.wav,typing_Freesound_validated_71238_1.wav,typing,-5,-5.0,48000,5.136
mixed_0102.wav,book_00025_chp_0019_reader_04069_44_seg_2_seg1.wav,door_Freesound_validated_153291_0.wav,door,15,15.0,48000,10.0
mixed_0103.wav,book_00028_chp_0015_reader_08897_42_seg_2_seg1.wav,typing_Freesound_validated_466609_0.wav,typing,5,5.0,48000,9.056
mixed_0104.wav,book_00002_chp_0005_reader_11980_0_seg_2_seg1.wav,door_Freesound_validated_36827_0.wav,door,0,0.0,48000,2.272
mixed_0105.wav,book_00028_chp_0031_reader_05303_21_seg_2_seg2.wav,typing_Freesound_validated_167426_10.wav,typing,5,5.0,48000,4.208
mixed_0106.wav,book_00028_chp_0015_reader_08897_55_seg_1_seg1.wav,typing_Freesound_validated_443013_0.wav,typing,-5,-5.0,48000,2.16
mixed_0107.wav,book_00028_chp_0031_reader_05303_83_seg_0_seg2.wav,typing_Freesound_validated_456191_1.wav,typing,0,0.0,48000,2.829
mixed_0108.wav,book_00002_chp_0005_reader_11980_5_seg_0_seg2.wav,typing_Freesound_validated_332000_2.wav,typing,-5,-5.0,48000,3.008
mixed_0109.wav,book_00028_chp_0031_reader_05303_55_seg_1_seg1.wav,squeak_squeakyChair_Freesound_validated_452631_19.wav,squeakyChair,0,0.0,48000,10.224
mixed_0110.wav,book_00008_chp_0146_reader_07907_10_seg_1_seg3.wav,squeak_squeakyChair_Freesound_validated_433977_4.wav,squeakyChair,5,5.0,48000,2.496
mixed_0111.wav,book_00002_chp_0005_reader_11980_13_seg_0_seg3.wav,typing_Freesound_validated_450281_14.wav,typing,10,10.0,48000,2.416
mixed_0112.wav,book_00026_chp_0039_reader_04408_38_seg_1_seg1.wav,door_Freesound_validated_154373_2.wav,door,20,20.0,48000,3.584
mixed_0113.wav,book_00028_chp_0031_reader_05303_9_seg_0_seg3.wav,door_Freesound_validated_123020_0.wav,door,5,5.0,48000,1.824
mixed_0114.wav,book_00028_chp_0031_reader_05303_7_seg_1_seg2.wav,door_Freesound_validated_184492_6.wav,door,20,20.0,48000,1.904
mixed_0115.wav,book_00028_chp_0031_reader_05303_26_seg_1_seg1.wav,typing_Freesound_validated_210079_2.wav,typing,-5,-5.0,48000,2.96
mixed_0116.wav,book_00028_chp_0031_reader_05303_46_seg_0_seg1.wav,typing_Freesound_validated_164687_3.wav,typing,-5,-5.0,48000,4.288
mixed_0117.wav,book_00026_chp_0039_reader_04408_17_seg_0_seg1.wav,typing_Freesound_validated_448209_1.wav,typing,15,15.0,48000,1.12
mixed_0118.wav,book_00026_chp_0039_reader_04408_2_seg_1_seg1.wav,door_Freesound_validated_83697_2.wav,door,20,20.0,48000,9.136
mixed_0119.wav,book_00025_chp_0019_reader_04069_3_seg_1_seg1.wav,door_Freesound_validated_32415_0.wav,door,0,-0.0,48000,9.424
mixed_0120.wav,book_00028_chp_0038_reader_05919_22_seg_0_seg1.wav,door_Freesound_validated_126038_0.wav,door,-5,-5.0,48000,9.216
mixed_0121.wav,book_00026_chp_0039_reader_04408_4_seg_1_seg2.wav,typing_Freesound_validated_395584_5.wav,typing,-5,-5.0,48000,5.952
mixed_0122.wav,book_00028_chp_0031_reader_05303_37_seg_1_seg2.wav,typing_Freesound_validated_390343_4.wav,typing,20,20.0,48000,5.12
mixed_0123.wav,book_00002_chp_0005_reader_11980_6_seg_0_seg2.wav,typing_Freesound_validated_205090_3.wav,typing,5,5.0,48000,3.168
mixed_0124.wav,book_00028_chp_0031_reader_05303_38_seg_1_seg2.wav,typing_Freesound_validated_463508_1.wav,typing,20,20.0,48000,1.2
mixed_0125.wav,book_00028_chp_0031_reader_05303_68_seg_0_seg1.wav,typing_Freesound_validated_399603_69.wav,typing,15,15.0,48000,1.216
mixed_0126.wav,book_00028_chp_0031_reader_05303_52_seg_0_seg1.wav,door_Freesound_validated_127798_4.wav,door,20,20.0,48000,5.744
mixed_0127.wav,book_00002_chp_0005_reader_11980_2_seg_1_seg1.wav,typing_Freesound_validated_399603_77.wav,typing,5,5.0,48000,5.28
mixed_0128.wav,book_00028_chp_0015_reader_08897_41_seg_2_seg2.wav,door_Freesound_validated_114583_1.wav,door,0,0.0,48000,4.448
mixed_0129.wav,book_00002_chp_0005_reader_11980_8_seg_2_seg1.wav,typing_Freesound_validated_432785_0.wav,typing,20,20.0,48000,2.192
mixed_0130.wav,book_00002_chp_0005_reader_11980_9_seg_2_seg2.wav,squeak_squeakyChair_Freesound_validated_452632_9.wav,squeakyChair,20,20.0,48000,2.816
mixed_0131.wav,book_00025_chp_0019_reader_04069_8_seg_0_seg1.wav,copy-machine_Freesound_validated_402463_0.wav,copy-machine,20,20.0,48000,8.448
mixed_0132.wav,book_00028_chp_0031_reader_05303_2_seg_2_seg4.wav,door_Freesound_validated_169643_0.wav,door,10,10.001,48000,1.309
mixed_0133.wav,book_00028_chp_0031_reader_05303_60_seg_1_seg1.wav,squeak_squeakyChair_Freesound_validated_433977_11.wav,squeakyChair,10,10.0,48000,2.112
mixed_0134.wav,book_00028_chp_0031_reader_05303_82_seg_1_seg1.wav,door_Freesound_validated_134969_3.wav,door,15,97.368,48000,2.608
mixed_0135.wav,book_00026_chp_0039_reader_04408_41_seg_0_seg1.wav,typing_Freesound_validated_167426_15.wav,typing,-5,-5.0,48000,5.376
mixed_0136.wav,book_00026_chp_0039_reader_04408_5_seg_0_seg2.wav,door_Freesound_validated_199663_2.wav,door,0,0.0,48000,2.032
mixed_0137.wav,book_00026_chp_0039_reader_04408_35_seg_2_seg1.wav,door_Freesound_validated_191666_4.wav,door,20,20.0,48000,2.912
mixed_0138.wav,book_00002_chp_0005_reader_11980_1_seg_0_seg2.wav,typing_Freesound_validated_237612_16.wav,typing,-5,-5.0,48000,7.296
mixed_0140.wav,book_00028_chp_0031_reader_05303_80_seg_2_seg1.wav,door_Freesound_validated_185592_2.wav,door,-5,-5.0,48000,4.48
mixed_0141.wav,book_00028_chp_0015_reader_08897_57_seg_1_seg1.wav,door_Freesound_validated_186214_1.wav,door,0,-0.0,48000,8.016
mixed_0142.wav,book_00008_chp_0146_reader_07907_6_seg_1_seg3.wav,door_Freesound_validated_118245_0.wav,door,-5,-5.0,48000,2.384
mixed_0143.wav,book_00028_chp_0031_reader_05303_60_seg_2_seg2.wav,typing_Freesound_validated_237612_17.wav,typing,10,10.0,48000,3.44
mixed_0144.wav,book_00028_chp_0031_reader_05303_17_seg_2_seg1.wav,squeak_squeakyChair_Freesound_validated_414106_29.wav,squeakyChair,10,10.0,48000,8.944
mixed_0145.wav,book_00026_chp_0039_reader_04408_39_seg_2_seg1.wav,squeak_squeakyChair_Freesound_validated_467472_0.wav,squeakyChair,20,20.0,48000,2.48
mixed_0146.wav,book_00028_chp_0031_reader_05303_8_seg_1_seg3.wav,squeak_squeakyChair_Freesound_validated_452632_18.wav,squeakyChair,20,20.0,48000,2.4
mixed_0147.wav,book_00002_chp_0005_reader_11980_21_seg_0_seg1.wav,squeak_squeakyChair_Freesound_validated_452632_7.wav,squeakyChair,0,0.0,48000,1.984
mixed_0148.wav,book_00025_chp_0019_reader_04069_26_seg_0_seg1.wav,typing_Freesound_validated_344137_5.wav,typing,5,5.0,48000,7.52
mixed_0150.wav,book_00007_chp_0008_reader_01326_1_seg_2_seg1.wav,typing_Freesound_validated_399603_68.wav,typing,-5,-5.0,48000,1.76
mixed_0151.wav,book_00025_chp_0019_reader_04069_4_seg_0_seg1.wav,typing_Freesound_validated_395584_0.wav,typing,10,10.0,48000,8.864
mixed_0152.wav,book_00028_chp_0015_reader_08897_44_seg_0_seg1.wav,typing_Freesound_validated_353510_12.wav,typing,0,0.0,48000,8.768
mixed_0153.wav,book_00026_chp_0039_reader_04408_3_seg_2_seg1.wav,door_Freesound_validated_141996_1.wav,door,10,10.0,48000,4.192
mixed_0154.wav,book_00008_chp_0146_reader_07907_3_seg_2_seg3.wav,typing_Freesound_validated_155570_0.wav,typing,5,5.0,48000,2.08
mixed_0155.wav,book_00028_chp_0038_reader_05919_31_seg_2_seg1.wav,typing_Freesound_validated_458267_11.wav,typing,15,15.0,48000,7.232
mixed_0156.wav,book_00002_chp_0005_reader_11980_8_seg_0_seg3.wav,typing_Freesound_validated_466785_1.wav,typing,15,15.0,48000,2.976
mixed_0157.wav,book_00025_chp_0019_reader_04069_39_seg_2_seg2.wav,squeak_squeakyChair_Freesound_validated_452632_14.wav,squeakyChair,5,5.0,48000,8.765
mixed_0158.wav,book_00028_chp_0031_reader_05303_11_seg_0_seg3.wav,typing_Freesound_validated_334458_0.wav,typing,0,0.0,48000,3.168
mixed_0159.wav,book_00008_chp_0146_reader_07907_4_seg_0_seg1.wav,typing_Freesound_validated_437631_2.wav,typing,0,0.0,48000,1.504
mixed_0160.wav,book_00026_chp_0039_reader_04408_5_seg_2_seg1.wav,door_Freesound_validated_155524_0.wav,door,20,20.0,48000,1.152
mixed_0161.wav,book_00028_chp_0031_reader_05303_57_seg_1_seg1.wav,door_Freesound_validated_74358_11.wav,door,10,10.0,48000,6.24
mixed_0162.wav,book_00028_chp_0031_reader_05303_25_seg_2_seg1.wav,typing_Freesound_validated_361162_2.wav,typing,15,15.0,48000,2.816
mixed_0163.wav,book_00028_chp_0031_reader_05303_63_seg_1_seg1.wav,door_Freesound_validated_154764_0.wav,door,-5,-5.0,48000,5.792
mixed_0164.wav,book_00028_chp_0038_reader_05919_18_seg_0_seg1.wav,typing_Freesound_validated_419395_0.wav,typing,-5,-5.0,48000,2.608
mixed_0165.wav,book_00028_chp_0031_reader_05303_23_seg_1_seg3.wav,typing_Freesound_validated_376934_9.wav,typing,15,15.0,48000,2.768
mixed_0166.wav,book_00007_chp_0008_reader_01326_5_seg_1_seg1.wav,door_Freesound_validated_137026_0.wav,door,10,10.0,48000,10.064
mixed_0167.wav,book_00028_chp_0031_reader_05303_18_seg_0_seg2.wav,squeak_squeakyChair_Freesound_validated_414083_1.wav,squeakyChair,15,15.0,48000,2.656
mixed_0168.wav,book_00028_chp_0031_reader_05303_22_seg_2_seg2.wav,door_Freesound_validated_74358_8.wav,door,15,15.0,48000,5.808
mixed_0169.wav,book_00008_chp_0146_reader_07907_4_seg_1_seg2.wav,typing_Freesound_validated_399603_5.wav,typing,5,5.0,48000,2.56
mixed_0170.wav,book_00007_chp_0008_reader_01326_74_seg_1_seg1.wav,door_Freesound_validated_178674_1.wav,door,20,20.0,48000,1.872
mixed_0171.wav,book_00008_chp_0146_reader_07907_4_seg_0_seg3.wav,typing_Freesound_validated_449585_0.wav,typing,-5,-5.0,48000,2.112
mixed_0172.wav,book_00028_chp_0031_reader_05303_34_seg_2_seg2.wav,typing_Freesound_validated_470937_0.wav,typing,-5,-5.0,48000,4.4
mixed_0173.wav,book_00002_chp_0005_reader_11980_2_seg_2_seg1.wav,door_Freesound_validated_93770_0.wav,door,5,5.0,48000,3.824
mixed_0174.wav,book_00028_chp_0031_reader_05303_33_seg_2_seg1.wav,door_Freesound_validated_178885_1.wav,door,20,20.0,48000,3.776
mixed_0175.wav,book_00007_chp_0008_reader_01326_69_seg_0_seg1.wav,door_Freesound_validated_197118_5.wav,door,-5,-5.0,48000,10.333
mixed_0176.wav,book_00028_chp_0031_reader_05303_0_seg_1_seg1.wav,typing_Freesound_validated_390343_3.wav,typing,5,5.0,48000,4.512
mixed_0177.wav,book_00028_chp_0015_reader_08897_1_seg_1_seg1.wav,door_Freesound_validated_82558_0.wav,door,-5,-5.0,48000,10.333
mixed_0178.wav,book_00026_chp_0039_reader_04408_38_seg_2_seg1.wav,door_Freesound_validated_184326_2.wav,door,0,-0.0,48000,4.064
mixed_0179.wav,book_00007_chp_0008_reader_01326_62_seg_2_seg1.wav,door_Freesound_validated_193846_0.wav,door,-5,-5.0,48000,2.192
mixed_0180.wav,book_00025_chp_0019_reader_04069_1_seg_1_seg1.wav,typing_Freesound_validated_466860_0.wav,typing,0,0.0,48000,2.64
mixed_0181.wav,book_00026_chp_0039_reader_04408_31_seg_2_seg1.wav,door_Freesound_validated_93782_0.wav,door,10,10.0,48000,1.728
mixed_0182.wav,book_00028_chp_0015_reader_08897_36_seg_2_seg1.wav,typing_Freesound_validated_388496_2.wav,typing,10,10.0,48000,10.032
mixed_0183.wav,book_00028_chp_0031_reader_05303_49_seg_1_seg1.wav,door_Freesound_validated_185879_0.wav,door,20,20.0,48000,1.392
mixed_0184.wav,book_00008_chp_0146_reader_07907_6_seg_0_seg4.wav,typing_Freesound_validated_91264_1.wav,typing,5,5.0,48000,1.373
mixed_0185.wav,book_00007_chp_0008_reader_01326_34_seg_0_seg1.wav,door_Freesound_validated_147348_0.wav,door,15,15.0,48000,10.333
